,atk,base_card_id,card_id,card_name,card_set_id,char_type,clan,copyright,cost,cv,description,evo_atk,evo_description,evo_life,evo_skill_disc,foil_card_id,format_type,get_red_ether,is_foil,life,normal_card_id,org_evo_skill_disc,org_skill_disc,rarity,restricted_count,skill,skill_disc,skill_option,tokens,tribe_name,use_red_ether
393,0,900434020,900434020,Dragonstrife Blade,90000,4,4,,2,,Some things you just have to kill. —Dragoncleaver Roy,0,,0,,900434021,1,0,0,0,900434020,,"Deal 3 damage to an enemy follower.<br>If that follower is a Dragoncraft follower, deal 6 damage instead.",3,3,"select,damage,damage","Deal 3 damage to an enemy follower.<br>If that follower is a Dragoncraft follower, deal 6 damage instead.","none,damage=3,damage=6",,-,0
394,0,900434040,900434040,Dragoon's Meditation,90000,4,4,,2,,"Here in this plane, his heart is filled.<br>The power he wields roars through the skies.",0,,0,,900434041,1,0,0,0,900434040,,Restore 6 defense to your leader.,3,3,heal,Restore 6 defense to your leader.,healing=6,,-,0
395,0,900444010,900444010,Whitefrost Whisper,90000,4,4,,2,,Even burning flames will freeze. —Whitefrost Dragonewt Filene,0,,0,,900444011,1,0,0,0,900444010,,"Select an enemy follower and destroy it if it is already damaged. If it has not been damaged, deal 1 damage instead.",4,3,"select,destroy,damage","Select an enemy follower and destroy it if it is already damaged. If it has not been damaged, deal 1 damage instead.","none,none,damage=1",,-,0
396,0,101422010,101422010,Golden Dragon's Den,10001,2,4,,2,,"""Oooh! Shiny stuff!"" —Goblin Mage",0,,0,,101422011,0,50,0,0,101422010,,"At the end of your turn, randomly discard 1 of the lowest-cost cards in your hand and then draw a card.",2,3,"discard,draw","At the end of your turn, randomly discard 1 of the lowest-cost cards in your hand and then draw a card.","none,none",,-,200
397,2,100511010,100511010,Spartoi Sergeant,10000,1,5,,2,,A drop of dragon's blood falls on a woeful carcass. The evil god's power has resurrected the dead soldier as a soldier of death. In its skeletal chest is but one wish: to offer blood and death to the master.,4,"The sergeant's dragon-like fangs tear through anyone who defies its evil god. Prideful warriors are but playthings for this creature, which seeks to kill until it perishes once again.",4,,100511011,1,0,0,2,100511010,,[b]Fanfare[/b][b]:[/b] Gain 1 shadow.,1,3,change_cemetery,Fanfare: Gain 1 shadow.,add_count=1,,-,0
398,2,100511020,100511020,Spectre,10000,1,5,,2,,"I'm so lonely, and it's so cold here. Can you stay with me? Please?",4,"Don't be scared of me. I just want to be with someone, that's all. Please, will you go with me into the beyond?",3,Bane.,100511021,1,0,0,1,100511020,[b]Bane[/b][b].[/b],[b]Bane[/b][b].[/b],1,3,killer,Bane.,none,,-,0
399,1,101511010,101511010,Skeleton Viper,10001,1,5,,2,,The bones of the dead are a treasure trove for those who seek the spoils of war. But you would do well to remember that every treasure has a guardian.,3,Some people refuse to die. Their malice is such that they refuse to be taken even once they're reduced to dry bones. Thieves come in search of the treasures of the dead but find themselves condemned to the same fate.,5,,101511011,0,10,0,3,101511010,,[b]Fanfare[/b][b]:[/b] [b]Necromancy[/b] [b](4)[/b] [b]-[/b] Gain +1/+1 and [b]Ward[/b].,1,3,"none,powerup,guard",Fanfare: Necromancy (4) - Gain +1/+1 and Ward.,"none,add_offense=1&add_life=1,none",,-,50
400,1,101511020,101511020,Skullcradle Widow,10001,1,5,,2,,"Things that die turn to dust? Ha! Only children believe that nonsense! Love, you see, never dies.",3,"No matter how many times it is lost, love abides. Don't you think that's just wonderful? Now come show me that you love me!",4,Last Words: Draw a card.,101511021,0,10,0,2,101511020,[b]Last Words[/b][b]:[/b] Draw a card.,[b]Last Words[/b][b]:[/b] Draw a card.,1,3,draw,Last Words: Draw a card.,none,,-,50
401,2,101511060,101511060,Wight,10001,1,5,,2,,"Advance, brethren, and do not fear death! Your lives shall fuel our assaults on our enemies!",4,Your malice shall remain as you sink into the underworld. I shall weave your grudges into a curse and wield it in the name of revenge!,3,"Whenever another allied follower is destroyed, deal 1 damage to the enemy leader.",101511061,0,10,0,1,101511060,"Whenever another allied follower is destroyed, deal 1 damage to the enemy leader.","Whenever another allied follower is destroyed, deal 1 damage to the enemy leader.",1,3,damage,"Whenever another allied follower is destroyed, deal 1 damage to the enemy leader.",damage=1,,-,50
402,2,101511110,101511110,Lesser Mummy,10001,1,5,,2,,A corpse animated by an ancient curse. Do not allow the lifelessness to lure you into a false sense of security. Get tangled in the bandages and you'll be devoured.,4,"Once the bandages have you in their grasp, your passage to the world of the dead is assured. But is that such a bad thing? It's nice and warm inside the wrappings, you know. Maybe you should try them on for size.",4,,101511111,0,10,0,2,101511110,,[b]Fanfare[/b][b]:[/b] [b]Necromancy[/b] [b](4)[/b] [b]-[/b] Gain [b]Storm[/b].,1,3,"none,quick",Fanfare: Necromancy (4) - Gain Storm.,"none,none",,-,50
403,2,101521020,101521020,Deadly Widow,10001,1,5,,2,,Your death will make me stronger. But do not concern yourself with me; I can survive perfectly well all alone.,4,"I cannot do it all again—the sadness, the pain. Once I'm laid to rest beneath the ground, my love, let's meet in our dreams.",4,,101521021,0,50,0,2,101521020,,[b]Fanfare[/b][b]:[/b] [b]Necromancy[/b] [b](6)[/b] [b]-[/b] Gain +2/+2.,2,3,"none,powerup",Fanfare: Necromancy (6) - Gain +2/+2.,"none,add_offense=2&add_life=2",,-,200
404,2,102511010,102511010,Dark Conjurer,10002,1,5,,2,,"So, you want to go beyond taboos? I'd love to help you out with that.",4,"So, you want to go beyond taboos? Then you need to kill! To drown the night in blood!",4,,102511011,0,10,0,2,102511010,,[b]Fanfare[/b][b]:[/b] Summon a [b]Ghost[/b] if an evolved allied follower is in play.,1,3,summon_token,Fanfare: Summon a Ghost if an evolved allied follower is in play.,summon_token=900511020,,-,50
405,2,103511030,103511030,Ghosthound Sexton,10003,1,5,,2,,"I believe in fighting fire with fire. If the grave robbers insist on digging up corpses to create monsters, I'll defend this graveyard by siccing my monstrous hunting hounds on them.",4,"May grave robbers sleep in graves. May those who unearth the dead join them... Once they're gone, my hounds and I will guard them for eternity.",4,All other allied followers that come into play will be destroyed instead when being banished.,103511031,0,10,0,2,103511030,All other allied followers that come into play will be destroyed instead when being banished.,[b]Fanfare[/b][b]:[/b] All other allied followers in play will be destroyed instead when being banished.<br>All other allied followers that come into play will be destroyed instead when being banished.,1,3,"remove_by_destroy,remove_by_destroy",Fanfare: All other allied followers in play will be destroyed instead when being banished.<br>All other allied followers that come into play will be destroyed instead when being banished.,"none,none",,-,50
406,1,103521030,103521030,Lurching Corpse,10003,1,5,,2,,The sound of large stones being dragged along reverberates through the corridors of the hospital ward. This is proof that the women in charge of the ward are on patrol. ,3,"The sound of footsteps echoes through the hospital corridors. A new patient has strayed into this nightmare. The women, as devoted to their work as ever, run to offer their protection.",4,Can only attack the enemy leader and followers with Ward.<br>Last Words: Destroy a random enemy follower.,103521031,0,50,0,2,103521030,Can only attack the enemy leader and followers with [b]Ward[/b].<br>[b]Last Words[/b][b]:[/b] Destroy a random enemy follower.,Can only attack the enemy leader and followers with [b]Ward[/b].<br>[b]Last Words[/b][b]:[/b] Destroy a random enemy follower.,2,3,"cant_attack,destroy",Can only attack the enemy leader and followers with Ward.<br>Last Words: Destroy a random enemy follower.,"cant_attack=unit_not_has_guard,none",,-,200
407,2,104531020,104531020,Little Soulsquasher,10004,1,5,,2,,"Fresh souls are the best souls—that's why I keep saying bye-bye and hello. Whenever I'm sick of a soul, I toss it and get another!",4,Did you say bye-bye to life? Then let me say hello! It's good to meet you!,3,,104531021,0,250,0,1,104531020,,[b]Fanfare[/b][b]:[/b] [b]Necromancy[/b] [b](4)[/b] [b]-[/b] Destroy an evolved enemy follower. ,3,3,"none,destroy",Fanfare: Necromancy (4) - Destroy an evolved enemy follower. ,"none,none",,-,800
408,1,105511010,105511010,Demon Eater,10005,1,5,,2,,"The demon-eating demon you heard about was me. I guess we're all related, but a meal's still a meal!",3,"Looks like quite the feast today! I'll be having a main dish of vengeance, hors d'oeuvres of hatred, and death pangs for dessert!",4,,105511011,0,10,0,2,105511010,,[b]Fanfare[/b][b]:[/b] Destroy an allied follower and draw 2 cards. (Doesn't activate if no other allied followers are in play.),1,3,"destroy,draw",Fanfare: Destroy an allied follower and draw 2 cards. (Doesn't activate if no other allied followers are in play.),"none,none",,-,50
409,1,105511030,105511030,Skeleton Ogre,10005,1,5,,2,,"Bones, bones, stack and form. Abandon your shape of old and into a new shape be reborn. —A heartless necromancer",3,"Bones, bones, forget when you were a man! You're an ogre now, so serve mightily under my command! —A heartless necromancer",6,"Whenever this follower attacks, perform Necromancy (4): Gain +2/+0.",105511031,0,10,0,4,105511030,"Whenever this follower attacks, perform [b]Necromancy[/b] [b](4)[/b][b]:[/b] Gain +2/+0.","Whenever this follower attacks, perform [b]Necromancy[/b] [b](4)[/b][b]:[/b] Gain +2/+0.",1,3,"none,powerup","Whenever this follower attacks, perform Necromancy (4): Gain +2/+0.","none,add_offense=2",,-,50
410,2,105521010,105521010,Usher of Styx,10005,1,5,,2,,Charon has her hands full when there are too many souls down here. So I send back the ones who deserve to live.,4,Hades fills up with souls when you're so eager to die. Now head back home. Charon doesn't need to know.,4,,105521011,0,50,0,2,105521010,,[b]Fanfare[/b][b]:[/b] [b]Necromancy[/b] [b](6)[/b] [b]-[/b] Randomly put a copy of 1 of the highest-cost allied followers that has been destroyed during this match into your hand.,2,3,"none,token_draw",Fanfare: Necromancy (6) - Randomly put a copy of 1 of the highest-cost allied followers that has been destroyed during this match into your hand.,"none,none",,-,200
411,2,106511030,106511030,Belenus,10006,1,5,,2,,"A fire god known as the Shining One. Even should he perish, the flames which rise from his globe will still burn on. —Death and Fire, Chapter 1",4,"He manifests fire and garbs himself in embers. This is evidence of his eternal, unfailing power. It is said that should his body rot away, his shimmer would still linger. —Death and Fire, Chapter 4",4,Last Words: Deal 1 damage to a random enemy follower.,106511031,0,10,0,2,106511030,[b]Last Words[/b][b]:[/b] Deal 1 damage to a random enemy follower.,[b]Last Words[/b][b]:[/b] Deal 1 damage to a random enemy follower.,1,3,damage,Last Words: Deal 1 damage to a random enemy follower.,damage=1,,-,50
412,1,106531020,106531020,Andrealphus,10006,1,5,,2,,"It is a demon well-versed in geometry, cartometry, and astronomy. From its demonic beak out spills the wisdom of the ages. —Encyclopedia Demonica, Chapter 65, Section 1",2,"A demon whose bird calls could be mistaken for lectures on every type of science. When it beats its demonic wings, even the scholastically hopeless gain a semblance of understanding. —Encyclopedia Demonica, Chapter 65, Section 2",3,Evolve: Give all of the followers in your hand Last Words: Draw a card.<br>Last Words: Draw a card.,106531021,0,250,0,2,106531020,[b]Evolve[/b][b]:[/b] Give all of the followers in your hand [b]Last Words[/b][b]:[/b] Draw a card.<br>[b]Last Words[/b][b]:[/b] Draw a card.,[b]Last Words[/b][b]:[/b] Draw a card.,3,3,"draw//draw,attach_skill",Last Words: Draw a card.,"none//none,skill=(skill:draw)(timing:when_destroy)(condition:character=me)(target:character=me&target=deck&card_type=all&random_count=1)(option:none)(preprocess:none)",,-,800
413,2,107511010,107511010,Gloomy Necromancer,10007,1,5,,2,,"The more... death... you see, t-the better you become at necromancy. So, p-please... show me.",4,Thank you for showing me... it feels so... familiar. The soul... I-I can hear it... It's c-calling to me... I can hear it!,3,,107511011,1,10,0,1,107511010,,[b]Fanfare[/b][b]:[/b] [b]Burial Rite[/b] [b]-[/b] Draw a card.,1,3,draw,Fanfare: Burial Rite - Draw a card.,none,,-,50
414,1,107511030,107511030,Bone Bug,10007,1,5,,2,,"These insects wear rigid animal bones for protection, and instinctively gather large bones to increase their chances of survival. —Creatures of Death, Chapter 1",3,"In recent years, they can commonly be found on the battlefield—unsurprising, as there are plenty of bones to be found on dead mercenaries. —Creatures of Death, Chapter 2",5,"Whenever another allied follower is destroyed, restore 1 defense to your leader.",107511031,1,10,0,3,107511030,"Whenever another allied follower is destroyed, restore 1 defense to your leader.","Whenever another allied follower is destroyed, restore 1 defense to your leader.",1,3,heal,"Whenever another allied follower is destroyed, restore 1 defense to your leader.",healing=1,,-,50
415,1,108511010,108511010,Orator of the Bones,10008,1,5,,2,,"You're just a pile of bones now, and you're still shy? Go ahead, say hello! ",3,"Even dead, you're still like you've always been. I like how shy you are. I've always liked that since way, way back!",3,(Same as the unevolved form.),108511011,1,10,0,1,108511010,(Same as the unevolved form.),[b]Last Words[/b][b]:[/b] Summon a [b]Skeleton[/b].,1,3,summon_token,Last Words: Summon a Skeleton.,summon_token=900511010,,-,50
416,1,108531030,108531030,Lord Deathskull,10008,1,5,,2,,The master necromancer dropped the battlefield deep below the earth. No longer would they count the deaths; instead they would count the days of eternity.,3,"Plying his trade on the battlefield, the necromancer deceived the living and made the dead quake. There was no distinction between friend and foe; the only thing that existed was a tremendous mass of death.",5,Last Words: Give a random allied follower Last Words - Summon a Zombie.,108531031,1,250,0,3,108531030,[b]Last Words[/b][b]:[/b] Give a random allied follower [b]Last Words[/b] [b]-[/b] Summon a [b]Zombie[/b].,[b]Last Words[/b][b]:[/b] Give a random allied follower [b]Last Words[/b] [b]-[/b] Summon a [b]Skeleton[/b].,3,3,attach_skill//attach_skill,Last Words: Give a random allied follower Last Words - Summon a Skeleton.,skill=(skill:summon_token)(timing:when_destroy)(condition:character=me)(target:none)(option:summon_token=900511010)(preprocess:none)//skill=(skill:summon_token)(timing:when_destroy)(condition:character=me)(target:none)(option:summon_token=900511030)(preprocess:none),,-,800
417,2,109511020,109511020,"Sarunan, Cursebound Lover",10009,1,5,,2,,"I don't look so good? Well, I haven't been able to sleep in ages. You see, there's a legendary spell in Estalucia... And I've been killing myself searching for a route there...",4,"Before I exhaust my life force, I'll give Honey a body of her own, so she can walk this mortal world. I hope I can make it in time...",4,,109511021,1,10,0,2,109511020,,[b]Fanfare[/b][b]:[/b] [b]Necromancy[/b] [b](6)[/b] [b]-[/b] Remove all effects from an enemy follower except changes to its attack or defense.,1,3,"none,lose",Fanfare: Necromancy (6) - Remove all effects from an enemy follower except changes to its attack or defense.,"none,none",,-,50
418,1,109521020,109521020,"Lady Grey, Deathweaver",10009,1,5,,2,,"My lover was a wonderful person, and my child, the cutest. There's no way I'll let them go... After all, we're a family. ",3,"Our love will last forever. An endless affection, unwavering. Well, shall we show you how tightly our family bonds are tied?",5,Drain.<br>Evolve: Reanimate (2),109521021,1,50,0,3,109521020,[b]Drain[/b][b].[/b]<br>[b]Evolve[/b][b]:[/b] [b]Reanimate[/b] [b](2)[/b],[b]Drain[/b][b].[/b],2,3,drain//summon_token,Drain.,none//none,,-,200
419,3,109531020,109531020,"Danua, Grim Puppetmaster",10009,1,5,,2,,"""Who...""<br>""Danua wants to know who you are.""<br>""We're not weirdos! Don't get the wrong idea!""",5,"""Pat...""<br>""Hey! You better hand over the pats now, bub!""<br>""Captain, please reward her with the usual, ceremonial patting."" ",3,Evolve: Give all other allied followers Clash - Deal 1 damage to the enemy follower.<br>Clash: Deal 1 damage to the enemy follower.,109531021,1,250,0,1,109531020,[b]Evolve[/b][b]:[/b] Give all other allied followers [b]Clash[/b] [b]-[/b] Deal 1 damage to the enemy follower.<br>[b]Clash[/b][b]:[/b] Deal 1 damage to the enemy follower.,[b]Clash[/b][b]:[/b] Deal 1 damage to the enemy follower.,3,3,"damage//damage,attach_skill",Clash: Deal 1 damage to the enemy follower.,"damage=1//damage=1,skill=(skill:damage)(timing:when_fight)(condition:character=me)(target:character=me&target=fight_target&card_type=unit)(option:damage=1)(preprocess:none)(icon:induction)(effect_path:btl_dark_shot_1)(se_path:se_btl_dark_shot_1)(effect_move_type:ARC)(engine_type:SHURIKEN)(effect_time:0.2)(effect_target_type:single)",,-,800
420,2,109541010,109541010,"Ferry, Spirit Maiden",10009,1,5,,2,,"I've spent decades on an island enshrouded in fog, so this outside world never ceases to amaze me.",4,"I was without a family or a name, but new friends found me and took me out into the world. I'll find some way to repay them while I search for my sister.",4,,109541011,1,1000,0,2,109541010,,"[b]Fanfare[/b][b]:[/b] If this is your tenth turn or later, perform [b]Burial Rite[/b] 2 times. If you perform [b]Burial Rite[/b] 2 times, give all other allied followers the ability to attack 3 times until the end of the turn.<br>(To perform [b]Burial Rite[/b] 2 times, there must be at least 2 open spaces in your area after this follower comes into play.)",4,3,"none,attack_count","Fanfare: If this is your tenth turn or later, perform Burial Rite 2 times. If you perform Burial Rite 2 times, give all other allied followers the ability to attack 3 times until the end of the turn.<br>(To perform Burial Rite 2 times, there must be at least 2 open spaces in your area after this follower comes into play.)","none,attack_count=3",,-,3500
421,2,110511030,110511030,Servant of Silence,10010,1,5,,2,,Silence yourself. Speaking is deception. Everything is perfect in the still depths of quiescence.,4,The First Record: Remain Undivided<br>Language emerged when countries developed separate borders and histories. Verbalization plays no part in unity.<br>—Teachings of the Silent Ones,4,,110511031,1,10,0,2,110511030,,[b]Fanfare[/b][b]:[/b] [b]Enhance[/b] [b](6)[/b] [b]-[/b] Gain +3/+3. Remove all effects from an enemy follower except changes to its attack or defense.,1,3,"pp_fixeduse,powerup,lose",Fanfare: Enhance (6) - Gain +3/+3. Remove all effects from an enemy follower except changes to its attack or defense.,"fixeduse=6,add_offense=3&add_life=3,none",,-,50
422,2,111511010,111511010,Buffalo Bones,10011,1,5,,2,,Cowardly Matador: W-wait! I thought that thing was dead!<br>Mischievous Necromancer: Someone asked me to bring him back!,4,Cowardly Matador: How long is this thing going to chase me?<br>Mischievous Necromancer: Until death! Oh. But it's already dead...,4,,111511011,1,10,0,2,111511010,,[b]Fanfare[/b][b]:[/b] [b]Enhance[/b] [b](4)[/b] [b]-[/b] Gain [b]Last Words[/b][b]:[/b] Summon 2 [b]Skeleton[/b][b]s[/b].,1,3,"pp_fixeduse,attach_skill",Fanfare: Enhance (4) - Gain Last Words: Summon 2 Skeletons.,"fixeduse=4,skill=(skill:summon_token)(timing:when_destroy)(condition:character=me)(target:none)(option:summon_token=900511010:900511010)(preprocess:none)",,-,50
423,2,111521010,111521010,Wight Knight,10011,1,5,,2,,"A ghastly knight storms the battlefield with his army of accursed souls. His regrets from previous campaigns torment him still, allowing him no rest.",4,"The deathless knight and his infernal army ride into battle tonight as every night, bony fingers grasping for the victories their living hands could not claim.",4,,111521011,1,50,0,2,111521010,,[b]Fanfare[/b][b]:[/b] [b]Enhance[/b] [b](6)[/b] [b]-[/b] [b]Choose[/b][b]:[/b] Summon either a [b]Spellplate Cavalier[/b] or a [b]Bone Cavalier[/b].,2,3,"pp_fixeduse,choice,summon_token",Fanfare: Enhance (6) - Choose: Summon either a Spellplate Cavalier or a Bone Cavalier.,"fixeduse=6,card_id=900531010:900531020,repeat_count=1&summon_side=me",,-,200
424,1,111531010,111531010,"Nicola, Forbidden Strength",10011,1,5,,2,,"I wouldn't do that if I were you. I'm a monster. I think I'd break you. If that's what you want... then fine, I guess. But I'll tell you now, nothing good's gonna come of it.",3,"Yaaawn... Oh, hey. Was I asleep? 'Guess it's about time I made an effort, huh? I'll try not to hurt you too bad... when I obliterate you.",3,"Last Words: Put a Nicola, Forbidden Strength into your hand and give it +X/+0. X equals the attack of this follower before being destroyed.",111531011,1,250,0,1,111531010,"[b]Last Words[/b][b]:[/b] Put a [b]Nicola, Forbidden Strength[/b] into your hand and give it +X/+0. X equals the attack of this follower before being destroyed.","[b]Fanfare[/b][b]:[/b] If this follower has at least 4 attack, put a [b]Forbidden Art[/b] into your hand, and change this follower's attack to 1.<br>[b]Last Words[/b][b]:[/b] Put a [b]Nicola, Forbidden Strength[/b] into your hand and give it +X/+0. X equals the attack of this follower before being destroyed.",3,3,"token_draw,power_down,token_draw,powerup","Fanfare: If this follower has at least 4 attack, put a Forbidden Art into your hand, and change this follower's attack to 1.<br>Last Words: Put a Nicola, Forbidden Strength into your hand and give it +X/+0. X equals the attack of this follower before being destroyed.","token_draw=900534020,set_offense=1,token_draw=111531010,add_offense={self.offense}",,-,800
425,2,900511030,900511030,Zombie,90000,1,5,,2,,Ain't no one gonna be the boss of me. I'm gonna live the way I like. God knows when I'm dead some necromancer will be working me to the bone. —A Young Man at the Tavern,4,"All you do is drink from morning till night, grumbling into your cups. You're like a living corpse. Why don't you try walking with your arms held straight out in front of you? Bet the look would suit you! —Barman at the Tavern",4,,900511031,1,0,0,2,900511030,,,1,3,none,,none,,-,0
426,0,100514010,100514010,Undying Resentment,10000,4,5,,2,,"The flesh has rotted away, and even the bones are dust. All that's left is resentment.",0,,0,,100514011,1,0,0,0,100514010,,Deal 2 damage to an enemy follower.<br>[b]Necromancy[/b] [b](2)[/b][b]:[/b] Deal 4 damage instead.,1,3,"none,damage,damage",Deal 2 damage to an enemy follower.<br>Necromancy (2): Deal 4 damage instead.,"none,damage=2,damage=4",,-,0
427,0,100514010,705514010,Undying Resentment,70005,4,5,,2,,Excuse me... Could you please refrain from singing those hymns around me?,0,,0,,705514011,1,0,0,0,705514010,,Deal 2 damage to an enemy follower.<br>[b]Necromancy[/b] [b](2)[/b][b]:[/b] Deal 4 damage instead.,1,3,"none,damage,damage",Deal 2 damage to an enemy follower.<br>Necromancy (2): Deal 4 damage instead.,"none,damage=2,damage=4",,-,0
428,0,101514020,101514020,Highway to Hell,10001,4,5,,2,,I don't fully understand where humans came from. But I know quite well the ways they can die.,0,,0,,101514021,0,10,0,0,101514020,,Give [b]Bane[/b] to an allied follower.,1,3,killer,Give Bane to an allied follower.,none,,-,50
429,0,101524020,101524020,Ethereal Form,10001,4,5,,2,,She dilutes the soul to hide the being's presence.,0,,0,,101524021,0,50,0,0,101524020,,Give an allied follower the ability to ignore [b]Ward[/b].<br>[b]Necromancy[/b] [b](4)[/b][b]:[/b] Give +2/+0 to that follower.,2,3,"none,ignore_guard,powerup",Give an allied follower the ability to ignore Ward.<br>Necromancy (4): Give +2/+0 to that follower.,"none,none,add_offense=2",,-,200
430,0,102524030,102524030,Rise of the Dead,10002,4,5,,2,,"Oops, guess they died. Let the next battle begin!",0,,0,,102524031,0,50,0,0,102524030,,Randomly put a copy of 1 of the highest-cost allied followers that has been destroyed during this match into your hand.,2,3,token_draw,Randomly put a copy of 1 of the highest-cost allied followers that has been destroyed during this match into your hand.,none,,-,200
431,0,104514010,104514010,Zombie Party,10004,4,5,,2,,"Is death a tragedy, or is it a comedy?",0,,0,,104514011,0,10,0,0,104514010,,Deal 3 damage to an enemy follower.<br>[b]Enhance[/b] [b](7)[/b][b]:[/b] Then summon 3 [b]Zombies[/b].,1,3,"pp_fixeduse,damage,summon_token",Deal 3 damage to an enemy follower.<br>Enhance (7): Then summon 3 Zombies.,"fixeduse=7,damage=3,summon_token=900511030:900511030:900511030",,-,50
432,0,105534010,105534010,Poisoned Apple of Rebirth,10005,4,5,,2,,To the living it tastes of poison; to the dead it tastes of nectar.,0,,0,,105534011,0,250,0,0,105534010,,Change an allied Neutral follower into a Shadowcraft follower. Give that follower [b]Last Words[/b][b]:[/b] Summon a copy of this follower.,3,3,"change_affiliation,attach_skill",Change an allied Neutral follower into a Shadowcraft follower. Give that follower Last Words: Summon a copy of this follower.,"clan=necro,skill=(skill:summon_token)(timing:when_destroy)(condition:character=me)(target:character=me&target=self)(option:none)(preprocess:none)",,-,800
433,0,106524010,106524010,Troth's Curse,10006,4,5,,2,,None but the dead can promise their king an eternal troth.,0,,0,,106524011,0,50,0,0,106524010,,Destroy an allied follower and an enemy follower.<br>(This card can be played only when both a targetable allied card and enemy card are in play.),2,3,"destroy,destroy",Destroy an allied follower and an enemy follower.<br>(This card can be played only when both a targetable allied card and enemy card are in play.),"none,none",,-,200
434,0,108514010,108514010,Regenerate Spirit,10008,4,5,,2,,I said I'd return you from the abyss to the land of the living. But I didn't say a thing about making you whole again. —A cruel necromancer,0,,0,,108514011,1,10,0,0,108514010,,[b]Reanimate[/b] [b](3)[/b]<br>[b]Enhance[/b] [b](8)[/b][b]:[/b] Then [b]Reanimate[/b] [b](5)[/b].,1,3,"summon_token,pp_fixeduse,summon_token",Reanimate (3)<br>Enhance (8): Then Reanimate (5).,"none,fixeduse=8,none",,-,50
435,0,111514010,111514010,Manifest Malice,10011,4,5,,2,,"Millennia of resentment and anger, coalesced into a single body.",0,,0,,111514011,1,10,0,0,111514010,,Deal 2 damage to an enemy follower.<br>Summon a [b]Ghost[/b].,1,3,"damage,summon_token",Deal 2 damage to an enemy follower.<br>Summon a Ghost.,"damage=2,summon_token=900511020",,-,50
436,0,111514010,708514010,Manifest Malice,70004,4,5,,2,,I was broken to begin with. This is who I truly am.,0,,0,,708514011,1,0,0,0,708514010,,Deal 2 damage to an enemy follower.<br>Summon a [b]Ghost[/b].,1,3,"damage,summon_token",Deal 2 damage to an enemy follower.<br>Summon a Ghost.,"damage=2,summon_token=900511020",,-,0
437,0,104522010,104522010,Grave Desecration,10004,2,5,,2,,Dig on to the ends of the underworld.,0,,0,,104522011,0,50,0,0,104522010,,"At the end of your opponent's turn, perform [b]Necromancy[/b] [b](4)[/b][b]:[/b] Summon a [b]Zombie[/b].",2,3,"none,summon_token","At the end of your opponent's turn, perform Necromancy (4): Summon a Zombie.","none,summon_token=900511030",,-,200
438,0,105522010,105522010,Siren's Tears,10005,2,5,,2,,Sirens cry to lure in sailors. They cry again once their meal is complete.,0,,0,,105522011,0,50,0,0,105522010,,Destroy a random allied Shadowcraft follower at the end of your turn if you have both a Shadowcraft follower and a Neutral follower in play. Then give a random allied Neutral follower +X/+X. X equals the attack of the Shadowcraft follower.,2,3,"destroy,powerup",Destroy a random allied Shadowcraft follower at the end of your turn if you have both a Shadowcraft follower and a Neutral follower in play. Then give a random allied Neutral follower +X/+X. X equals the attack of the Shadowcraft follower.,"none,add_offense={me.last_target.offense}&add_life={me.last_target.offense}",,-,200
439,0,106512010,106512010,Gloaming Tombs,10006,2,5,,2,,The war's started? Time to do some investing. —Young necromancer,0,,0,,106512011,0,10,0,0,106512010,,"Whenever an allied follower comes into play, gain 1 shadow.",1,3,change_cemetery,"Whenever an allied follower comes into play, gain 1 shadow.",add_count=1,,-,50
440,0,109512010,109512010,Golden Casket ,10009,2,5,,2,,Finding what you seek isn't the hard part. How will you reach for it when you arrive? Will you overcome your fears... or succumb to them? —Words of a seasoned adventurer,0,,0,,109512011,1,10,0,0,109512010,,"If you have at least 5 play points, [b]Choose[/b][b]:[/b] Play this card as either a [b]Profane Resurrection[/b] or a [b]Fabled Treasure[/b].<br>---------- <br>When an allied follower is destroyed, destroy this amulet. <br>[b]Last Words[/b][b]:[/b] Summon a [b]Zombie[/b].",1,3,"choice,transform,destroy,summon_token","If you have at least 5 play points, Choose: Play this card as either a Profane Resurrection or a Fabled Treasure.<br>---------- <br>When an allied follower is destroyed, destroy this amulet. <br>Last Words: Summon a Zombie.","card_id=900512010:900512020,repeat_count=1&summon_side=me,none,summon_token=900511030",,-,50
441,2,100611010,100611010,Nightmare,10000,1,6,,2,,You poor thing. It must be terrible to be haunted by your fears even in your dreams. I know! I can feast on those pesky dreams while you sleep!,4,"How dreadfully delightful—consumed by the horrors of your own dreamscape. Why don't you let me devour your delicious nightmares? I won't leave anything behind, but at least you won't suffer anymore.",4,,100611011,1,0,0,2,100611010,,[b]Fanfare[/b][b]:[/b] Gain +2/+0 if [b]Vengeance[/b] is active for you.,1,3,powerup,Fanfare: Gain +2/+0 if Vengeance is active for you.,add_offense=2,,-,0
442,1,100611020,100611020,Sweetfang Vampire,10000,1,6,,2,,What shall I have for dinner tonight? I think it's going to have to be a human. A real live human. That's the only thing that'll satisfy my hunger. Hee-hee!,3,Nothing tastes better than a human! So full of light! So full of life! All the emotions like love and desire! It's all so delicious!,5,Drain.,100611021,1,0,0,3,100611020,[b]Drain[/b][b].[/b],[b]Drain[/b][b].[/b],1,3,drain,Drain.,none,,-,0
